Sentences,Label
mười năm,num unknown
năm năm,num unknown
sáu mươi lăm năm,num num num unknown
ba mươi bảy năm,num num num unknown
ba mươi sáu,num num num
ba nghìn bảy trăm,num num num num
ba cha con,unknown unknown unknown
ba sẽ,unknown unknown
ba là,unknown unknown
ba mẹ luôn yêu thương con cái,unknown unknown unknown unknown unknown unknown unknown
ba sẽ giúp con công việc nhà,unknown unknown unknown unknown unknown unknown unknown
phải luôn hiếu thảo với ba mẹ,unknown unknown unknown unknown unknown unknown unknown
ba mẹ là người sinh ra ta,unknown unknown unknown unknown unknown unknown unknown
ba đi làm tới ba giờ chiều,unknown unknown unknown unknown num unknown unknown
ba bận trăm công nghìn việc,unknown unknown unknown unknown unknown unknown
đợi cơ hội chín muồi thì mới hành động,unknown unknown unknown unknown unknown unknown unknown unknown unknown
chín chắn là chìa khóa dẫn đến thành công,unknown unknown unknown unknown unknown unknown unknown unknown unknown
chín chắn,unknown unknown
quả trứng chín,unknown unknown unknown
trái cây chín,unknown unknown unknown
quả hồng chín,unknown unknown unknown
quả mít chín,unknown unknown unknown
quả na chín,unknown unknown unknown
tằm đã chín,unknown unknown unknown
nấu thịt chín,unknown unknown unknown
thịt bò chín,unknown unknown unknown
thịt vịt chín,unknown unknown unknown
thịt heo chín,unknown unknown unknown
món ăn được nấu chín,unknown unknown unknown unknown unknown
nấu chín thức ăn trước khi sử dụng,unknown unknown unknown unknown unknown unknown unknown unknown
ăn chín uống sôi sẽ bảo đảm sức khỏe,unknown unknown unknown unknown unknown unknown unknown unknown unknown
luộc khoai chín trước khi ăn,unknown unknown unknown unknown unknown unknown
bắp chín,unknown unknown
ngô chín,unknown unknown
thức ăn chín,unknown unknown unknown
rau chín,unknown unknown
thực phẩm chín,unknown unknown unknown
suy nghĩ cho chín,unknown unknown unknown unknown
nghĩ chín,unknown unknown
ba nuôi con ăn học thành người,unknown unknown unknown unknown unknown unknown unknown
ba là cánh chim đưa con đi thật xa,unknown unknown unknown unknown unknown unknown unknown unknown unknown
ba vụ việc cần được theo dõi,num unknown unknown unknown unknown unknown unknown
ba theo dõi ba vụ việc,unknown unknown unknown num unknown unknown
một cái cây,unknown unknown unknown
một trăm hai mươi ba,num num num num num
ba ăn ba cái bánh,unknown unknown num unknown unknown
ba ăn con ba ba lúc ba giờ,unknown unknown unknown unknown unknown unknown num unknown
lúc bốn giờ,unknown num unknown
lúc năm giờ,unknown num unknown
lúc sáu giờ,unknown num unknown
lúc bảy giờ,unknown num unknown
lúc tám giờ,unknown num unknown
lúc chín giờ,unknown num unknown
lúc mười một giờ,unknown num num unknown
lúc mười hai giờ,unknown num num unknown
lúc mười ba giờ,unknown num num unknown
lúc mười bốn giờ,unknown num num unknown
lúc mười lăm giờ,unknown num num unknown
lúc mười sáu giờ,unknown num num unknown
lúc hai mươi giờ,unknown num num unknown
lúc hai mươi mốt giờ,unknown num num num unknown
lúc hai mươi hai giờ,unknown num num num unknown
lúc hai mươi ba giờ,unknown num num num unknown
lúc hai mươi bốn giờ,unknown num num num unknown
ba bài hát thiếu nhi,num unknown unknown unknown unknown
bốn bài hát thiếu nhi,num unknown unknown unknown unknown
năm bài hát thiếu nhi,num unknown unknown unknown unknown
sáu bài hát thiếu nhi,num unknown unknown unknown unknown
bảy bài hát thiếu nhi,num unknown unknown unknown unknown
tám bài hát thiếu nhi,num unknown unknown unknown unknown
chín bài hát thiếu nhi,num unknown unknown unknown unknown
mười một bài hát thiếu nhi,num num unknown unknown unknown unknown
mười hai bài hát thiếu nhi,num num unknown unknown unknown unknown
mười ba bài hát thiếu nhi,num num unknown unknown unknown unknown
hai mươi mốt bài hát thiếu nhi,num num num unknown unknown unknown unknown
hai mươi hai bài hát thiếu nhi,num num num unknown unknown unknown unknown
hai mươi sáu bài hát thiếu nhi,num num num unknown unknown unknown unknown
hai mươi câu chuyển cổ tích,num num unknown unknown unknown unknown
hai mươi mốt câu chuyển cổ tích,num num num unknown unknown unknown unknown
hai mươi hai câu chuyển cổ tích,num num num unknown unknown unknown unknown
hai mươi ba câu chuyển cổ tích,num num num unknown unknown unknown unknown
hai câu chuyển cổ tích,num unknown unknown unknown unknown
ba câu chuyển cổ tích,num unknown unknown unknown unknown
năm câu chuyển cổ tích,num unknown unknown unknown unknown
sáu câu chuyển cổ tích,num unknown unknown unknown unknown
mười một câu chuyển cổ tích,num num unknown unknown unknown unknown
mười hai câu chuyển cổ tích,num num unknown unknown unknown unknown
năm tháng trước,num unknown unknown
sáu tháng trước,num unknown unknown
bảy tháng trước,num unknown unknown
năm hai nghìn không trăm mười hai,unknown num num num num num num
năm hai nghìn không trăm mười ba,unknown num num num num num num
năm hai nghìn không trăm mười bốn,unknown num num num num num num
năm hai nghìn không trăm mười lăm,unknown num num num num num num
năm hai nghìn không trăm mười sáu,unknown num num num num num num
năm hai nghìn không trăm mười bảy,unknown num num num num num num
năm hai nghìn không trăm mười tám,unknown num num num num num num
năm hai nghìn không trăm mười chín,unknown num num num num num num
chín chắn sau chín tháng,unknown unknown unknown num unknown
chín chắn lúc chín tuổi,unknown unknown unknown num unknown
chín chắn lúc mười chín tuổi,unknown unknown unknown num num unknown
chín muồi lúc chín giờ,unknown unknown unknown num unknown
chín chắn ở tuổi mười chín,unknown unknown unknown unknown num_mag num
một nghề cho chín còn hơn chín nghề,num unknown unknown unknown unknown unknown num unknown
mua danh ba vạn bán danh ba đồng,unknown unknown unknown unknown unknown unknown unknown unknown
bốn bể mười nhà,unknown unknown unknown unknown
ba mặt một lời,unknown unknown unknown unknown
bắt cá hai tay,unknown unknown unknown unknown
ba chìm bảy nổi,unknown unknown unknown unknown
kẻ tám lạng người nửa cân,unknown unknown unknown unknown unknown unknown
năm lần bảy lượt,unknown unknown unknown unknown
ba đầu sáu tay,unknown unknown unknown unknown
Một nắng hai sương,unknown unknown unknown unknown
ngày ba tháng tám,unknown unknown unknown unknown
mười ngày,num unknown
hai ngày,num unknown
ba ngày,num unknown
bốn ngày,num unknown
năm ngày,num unknown
hạng ba,unknown num
hạng bốn,unknown num
hạng năm,unknown num
hạng sáu,unknown num
hạng bảy,unknown num
học một biết mười,unknown unknown unknown unknown
cười hở mười cái răng,unknown unknown num unknown unknown
Lùi một bước tiến ba bước,unknown unknown unknown unknown unknown unknown
tiếng cười bằng mười thang thuốc bổ,unknown unknown unknown unknown unknown unknown unknown
trăm công nghìn việc,unknown unknown unknown unknown
một người biết lo bằng kho người hay làm,unknown unknown unknown unknown unknown unknown unknown unknown unknown
Một nghề cho chín còn hơn chín nghề,unknown unknown unknown unknown unknown unknown unknown unknown
Một nghề thì sống đống nghề thì chết,unknown unknown unknown unknown unknown unknown unknown unknown
Yêu nhau cau sáu bổ ba Ghét nhau cau sáu bổ ra làm mười,unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown
Một lòng một dạ,unknown unknown unknown unknown
Hai đánh một chẳng chột thì què,unknown unknown unknown unknown unknown unknown unknown
Đêm tháng năm chưa nằm đã sáng ngày tháng mười chưa cười đã tối,unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown
Chín Tháng Mười Ngày,unknown unknown unknown unknown
năm thì mười họa,unknown unknown unknown unknown
Chớ đi ngày bảy chớ về ngày ba,unknown unknown unknown unknown unknown unknown unknown unknown
Một cây làm chẳng nên non ba cây chụm lại nên hòn núi cao,unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown
Cáo chết ba năm quay đầu về núi,unknown unknown unknown unknown unknown unknown unknown unknown
Trâu bảy năm còn nhớ chuồng,unknown unknown unknown unknown unknown unknown
một miếng khi đói bằng một gói khi no,unknown unknown unknown unknown unknown unknown unknown unknown unknown
Miếng ăn là miếng tồi tàn mất ăn một miếng lộn gan lên đầu,unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown
Một điều nhịn chín điều lành,unknown unknown unknown unknown unknown unknown
Chín bỏ làm mười,unknown unknown unknown unknown
chín nhớ mười thương,unknown unknown unknown unknown
Chín người mười ý,unknown unknown unknown unknown
Chín xu không thành một hào,unknown unknown unknown unknown unknown unknown
Một dạ hai vâng,unknown unknown unknown unknown
một duyên hai nợ,unknown unknown unknown unknown
một mất mười ngờ,unknown unknown unknown unknown
một sớm một chiều,unknown unknown unknown unknown
một miệng thì kín chín miệng thì hở,unknown unknown unknown unknown unknown unknown unknown unknown
một tiền gà ba tiền thóc,unknown unknown unknown unknown unknown unknown
Trăm đồng tiền công không bằng một đồng tiền thưởng,unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown
một tấc đến trời,unknown unknown unknown unknown
uốn ba tấc lưỡi,unknown unknown unknown unknown
Một nhà hai chủ không hòa hai vua một nước ắt là không yên,unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown
Một trời một vực,unknown unknown unknown unknown
Đi một ngày đàng học một sàng khôn,unknown unknown unknown unknown unknown unknown unknown unknown
Một lần bất tín vạn lần bất tin,unknown unknown unknown unknown unknown unknown unknown unknown
Quá tam ba bận,unknown unknown unknown unknown
Ba mặt một lời,unknown unknown unknown unknown
trăm voi không được bát nước xáo,unknown unknown unknown unknown unknown unknown unknown
Ba hồn bảy vía,unknown unknown unknown unknown
ba chân bốn cẳng,unknown unknown unknown unknown
Ba que xỏ lá,unknown unknown unknown unknown
Khôn ba năm dại một giờ,unknown unknown unknown unknown unknown unknown
Không ai giàu ba họ không ai khó ba đời,unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown
Bốn phương tám hướng,unknown unknown unknown unknown
chín phương trời mười phương phật,unknown unknown unknown unknown unknown unknown
No ba ngày tết đói ba tháng hè,unknown unknown unknown unknown unknown unknown unknown unknown
chia năm xẻ bảy,unknown unknown unknown unknown
Mồm năm miệng mười,unknown unknown unknown unknown
Nói một đằng làm một nẻo,unknown unknown unknown unknown unknown unknown
Năm Nắng Mười Mưa,unknown unknown unknown unknown
bốn biển một nhà,unknown unknown unknown unknown
Bao giờ cho đến tháng ba Hoa gạo rụng xuống bà già cất chăn,unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown
Một ngày vợ chồng nghìn năm ân nghĩa,unknown unknown unknown unknown unknown unknown unknown unknown
Một chữ cũng là thầy nửa chữ cũng là thầy,unknown unknown unknown unknown unknown unknown unknown unknown unknown unknown
Một công đôi việc,unknown unknown unknown unknown
Biết người biết ta trăm trận trăm thắng,unknown unknown unknown unknown unknown unknown unknown unknown
